Team_Number_Id,Team,TeamPoints,FieldGoals,X3PointShots,FreeThrows,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
1,ATL,102,0.5,0.591,0.529,10,42,26,6,8,17,24
1,ATL,102,0.507,0.35,0.758,3,37,26,10,6,12,20
1,ATL,92,0.413,0.32,0.727,10,37,26,14,5,13,25
1,ATL,119,0.462,0.394,0.769,7,38,28,8,3,19,33
1,ATL,103,0.407,0.409,0.778,12,41,18,10,5,8,17
1,ATL,91,0.38,0.37,0.964,9,38,20,7,3,15,16
1,ATL,100,0.513,0.45,0.722,13,46,23,8,4,18,12
1,ATL,114,0.56,0.393,0.826,3,36,33,10,5,13,20
1,ATL,94,0.444,0.136,0.846,11,37,26,6,8,18,12
1,ATL,109,0.482,0.333,0.783,13,38,22,7,3,10,17
1,ATL,99,0.475,0.208,0.692,8,46,20,7,5,9,18
1,ATL,106,0.424,0.28,0.794,12,43,17,16,6,10,23
1,ATL,115,0.512,0.417,0.875,9,32,31,2,4,13,24
1,ATL,100,0.5,0.294,0.864,11,42,26,6,7,18,14
1,ATL,105,0.533,0.522,0.813,5,44,31,8,5,12,17
1,ATL,109,0.524,0.458,0.857,4,31,36,8,8,16,14
1,ATL,112,0.541,0.48,0.87,5,30,25,9,1,16,24
1,ATL,98,0.432,0.382,0.625,6,46,22,12,4,10,22
1,ATL,96,0.414,0.37,0.737,11,43,26,9,4,12,15
1,ATL,108,0.519,0.429,0.704,6,47,27,11,7,16,20
1,ATL,95,0.418,0.333,0.692,16,52,26,15,1,14,16
1,ATL,87,0.372,0.31,0.741,5,42,24,12,3,12,12
1,ATL,99,0.417,0.296,0.875,9,41,24,4,4,10,19
1,ATL,93,0.434,0.333,0.824,5,40,26,10,7,9,17
1,ATL,127,0.645,0.571,0.813,6,40,36,3,5,9,17
1,ATL,104,0.514,0.385,0.75,4,37,26,7,9,15,15
1,ATL,105,0.494,0.368,0.667,6,43,26,6,6,17,21
1,ATL,107,0.447,0.522,0.771,9,43,28,6,3,14,21
1,ATL,77,0.408,0.174,0.786,8,38,20,8,4,22,19
1,ATL,90,0.367,0.31,0.789,17,51,25,9,4,11,17
1,ATL,109,0.506,0.345,0.731,7,44,23,13,5,15,19
1,ATL,98,0.407,0.261,0.867,11,47,24,9,3,10,17
1,ATL,115,0.512,0.353,0.742,10,46,17,9,5,14,15
1,ATL,107,0.444,0.481,0.667,7,41,25,13,2,12,23
1,ATL,96,0.444,0.52,0.826,8,37,21,17,4,17,15
1,ATL,106,0.488,0.435,0.667,6,49,27,3,3,14,13
1,ATL,120,0.472,0.516,0.833,13,42,34,14,3,8,15
1,ATL,105,0.483,0.522,0.563,15,47,34,6,3,16,17
1,ATL,105,0.493,0.345,0.852,6,35,23,13,7,12,12
1,ATL,110,0.609,0.522,0.875,4,32,30,7,6,17,17
1,ATL,107,0.476,0.423,0.762,9,40,31,10,7,9,19
1,ATL,93,0.44,0.3,0.714,5,42,31,8,1,10,19
1,ATL,110,0.5,0.448,0.731,9,43,30,12,3,16,23
1,ATL,103,0.482,0.4,1,10,47,27,6,5,16,13
1,ATL,112,0.563,0.357,0.667,8,29,30,8,5,10,20
1,ATL,113,0.463,0.364,0.962,12,45,29,4,4,11,18
1,ATL,105,0.476,0.478,0.636,7,42,26,12,4,13,17
1,ATL,91,0.436,0.357,0.722,8,44,20,6,5,12,16
1,ATL,100,0.449,0.318,0.765,9,32,19,6,3,6,15
1,ATL,105,0.475,0.44,0.667,9,46,24,7,2,14,22
1,ATL,124,0.494,0.556,0.892,4,38,28,13,4,13,19
1,ATL,88,0.413,0.4,0.909,3,37,17,6,5,14,16
1,ATL,117,0.512,0.476,0.95,10,36,26,14,6,10,21
1,ATL,88,0.423,0.241,0.652,5,44,23,6,5,12,17
1,ATL,80,0.33,0.211,0.667,17,52,19,6,8,22,10
1,ATL,97,0.402,0.3,0.857,16,43,23,10,7,20,17
1,ATL,104,0.459,0.371,0.813,10,41,28,7,2,11,18
1,ATL,95,0.444,0.452,0.75,11,42,27,11,5,18,12
1,ATL,93,0.43,0.4,0.75,8,37,23,12,5,18,19
1,ATL,104,0.453,0.276,0.857,9,49,23,3,6,15,13
1,ATL,106,0.512,0.286,0.824,11,38,27,10,4,12,22
1,ATL,84,0.39,0.44,0.813,5,42,20,8,9,19,14
1,ATL,130,0.602,0.556,0.571,10,33,42,8,6,13,18
1,ATL,102,0.42,0.333,0.926,8,32,18,11,3,17,18
1,ATL,96,0.47,0.444,0.833,7,38,22,11,6,11,20
1,ATL,91,0.447,0.217,0.667,7,34,25,9,6,10,14
1,ATL,110,0.452,0.387,0.733,9,39,25,11,5,12,24
1,ATL,95,0.356,0.364,0.833,15,44,24,14,4,15,20
1,ATL,115,0.5,0.448,0.8,7,34,20,9,4,11,16
1,ATL,95,0.475,0.5,1,6,29,25,13,2,18,15
1,ATL,95,0.433,0.323,0.7,12,45,21,9,8,13,17
1,ATL,99,0.514,0.333,0.792,5,38,31,12,4,16,13
1,ATL,100,0.43,0.5,0.786,7,36,32,6,4,10,17
1,ATL,101,0.456,0.31,0.833,12,42,29,5,4,11,20
1,ATL,95,0.476,0.32,0.7,12,43,25,8,0,17,14
1,ATL,131,0.598,0.515,0.842,7,34,40,15,4,12,16
1,ATL,96,0.494,0.16,0.714,8,54,21,9,4,15,17
1,ATL,114,0.5,0.393,0.68,10,40,35,11,4,11,18
1,ATL,104,0.5,0.357,0.75,9,44,31,10,4,13,18
1,ATL,99,0.414,0.31,0.75,7,38,24,10,2,11,22
1,ATL,108,0.443,0.344,0.826,12,37,27,10,3,8,17
1,ATL,85,0.391,0.276,0.714,10,42,15,10,10,15,19
2,BOS,121,0.557,0.364,0.652,9,35,28,11,5,12,25
2,BOS,90,0.378,0.04,0.833,14,44,20,10,8,10,26
2,BOS,113,0.441,0.355,0.75,22,49,29,9,6,17,21
2,BOS,107,0.513,0.385,0.944,17,55,22,5,3,27,25
2,BOS,101,0.459,0.333,0.875,9,38,26,6,3,12,19
2,BOS,106,0.519,0.368,0.75,7,45,25,6,3,12,17
2,BOS,94,0.446,0.273,0.846,7,35,28,5,3,8,20
2,BOS,121,0.545,0.3,0.826,8,39,32,7,1,14,26
2,BOS,114,0.517,0.4,0.645,11,44,28,10,4,18,19
2,BOS,101,0.494,0.3,0.619,7,44,32,11,4,15,19
2,BOS,100,0.432,0.333,0.714,9,38,22,7,7,12,14
2,BOS,88,0.389,0.217,0.75,12,46,17,12,1,8,15
2,BOS,102,0.402,0.273,0.759,12,42,20,7,2,13,30
2,BOS,89,0.414,0.333,0.733,12,42,21,5,5,15,21
2,BOS,105,0.488,0.522,0.846,9,42,33,10,3,21,20
2,BOS,109,0.398,0.433,0.815,8,49,28,8,6,12,21
2,BOS,113,0.511,0.4,0.591,10,54,29,6,2,16,19
2,BOS,101,0.409,0.471,0.808,9,49,20,10,7,15,21
2,BOS,132,0.461,0.409,0.906,14,46,27,17,4,17,30
2,BOS,87,0.437,0.217,0.6,6,45,26,3,1,14,27
2,BOS,95,0.435,0.318,0.778,12,41,28,3,3,17,18
2,BOS,105,0.442,0.24,0.657,16,52,26,15,5,22,23
2,BOS,109,0.55,0.368,0.778,7,42,25,9,8,14,16
2,BOS,114,0.565,0.348,0.714,12,43,29,9,6,13,20
2,BOS,84,0.398,0.261,0.8,14,42,22,6,4,15,18
2,BOS,95,0.388,0.304,0.759,9,45,22,10,4,12,21
2,BOS,107,0.517,0.375,0.727,5,37,32,8,3,14,23
2,BOS,88,0.405,0.25,0.75,8,36,17,10,2,18,15
2,BOS,106,0.468,0.238,0.867,9,49,32,9,7,11,23
2,BOS,101,0.427,0.353,0.684,9,38,22,6,2,12,21
2,BOS,104,0.45,0.294,0.818,10,45,26,9,6,20,28
2,BOS,95,0.396,0.389,0.696,10,33,22,8,7,6,23
2,BOS,89,0.398,0.278,0.824,11,41,22,8,2,6,26
2,BOS,103,0.398,0.294,0.688,13,50,25,10,7,10,27
2,BOS,96,0.47,0.333,0.6,9,43,23,7,3,18,21
2,BOS,108,0.42,0.333,0.839,17,44,24,8,5,11,23
2,BOS,91,0.41,0.333,0.857,13,40,22,5,2,16,23
2,BOS,103,0.494,0.313,0.875,11,45,29,5,4,13,16
2,BOS,93,0.393,0.414,0.714,12,43,24,6,2,13,14
2,BOS,90,0.448,0.368,0.714,10,47,23,8,5,16,19
2,BOS,100,0.493,0.429,0.63,8,41,20,8,6,14,24
2,BOS,111,0.432,0.357,0.704,13,48,23,5,3,14,21
2,BOS,99,0.473,0.421,0.913,5,37,18,8,3,14,15
2,BOS,98,0.462,0.304,0.778,9,39,22,9,4,13,22
2,BOS,87,0.356,0.292,0.696,14,48,14,8,5,11,23
2,BOS,75,0.37,0.211,0.611,8,40,24,7,3,13,19
2,BOS,108,0.545,0.25,0.783,11,39,23,6,0,15,11
2,BOS,104,0.404,0.429,0.706,19,51,27,10,3,13,21
2,BOS,107,0.453,0.37,0.76,11,53,27,8,4,10,24
2,BOS,93,0.419,0.241,0.7,11,44,20,7,1,11,19
2,BOS,89,0.323,0.323,0.95,16,56,21,7,4,10,23
2,BOS,101,0.4,0.273,0.577,19,40,24,14,3,11,23
2,BOS,111,0.429,0.242,0.704,13,48,27,9,5,16,31
2,BOS,115,0.438,0.483,0.767,9,42,26,13,1,15,14
2,BOS,115,0.506,0.452,0.85,8,46,29,6,1,13,26
2,BOS,106,0.417,0.4,0.8,14,47,24,8,5,8,15
2,BOS,101,0.367,0.258,0.765,21,60,21,4,3,8,17
2,BOS,79,0.352,0.25,0.769,11,42,23,4,3,14,21
2,BOS,85,0.375,0.296,0.55,12,39,21,5,3,3,20
2,BOS,104,0.456,0.435,0.88,7,37,19,8,1,11,17
2,BOS,98,0.393,0.441,0.813,18,48,24,9,3,14,23
2,BOS,100,0.448,0.24,0.941,16,43,17,7,2,9,25
2,BOS,95,0.435,0.296,0.765,12,36,28,11,5,16,16
2,BOS,95,0.43,0.385,0.55,10,47,19,7,4,16,23
2,BOS,93,0.422,0.286,0.714,9,47,28,7,4,11,18
2,BOS,108,0.5,0.4,0.8,5,42,27,7,3,11,21
2,BOS,118,0.524,0.382,0.607,11,39,32,10,5,20,28
2,BOS,89,0.398,0.25,0.7,14,47,19,10,2,15,19
2,BOS,97,0.362,0.296,0.765,18,59,24,7,5,13,23
2,BOS,110,0.511,0.273,0.714,8,47,25,7,4,9,21
2,BOS,86,0.406,0.263,0.676,10,43,16,8,4,16,25
2,BOS,96,0.42,0.2,0.791,9,44,18,6,1,16,17
2,BOS,106,0.419,0.258,0.87,9,40,29,8,1,10,32
2,BOS,116,0.506,0.346,0.739,13,42,28,7,1,7,21
2,BOS,100,0.453,0.222,0.889,7,46,29,9,2,10,23
2,BOS,101,0.443,0.333,0.938,9,41,19,7,2,16,20
2,BOS,117,0.485,0.308,0.682,12,44,26,10,4,15,28
2,BOS,113,0.45,0.286,0.971,10,37,20,12,2,11,15
2,BOS,99,0.452,0.364,0.714,11,43,30,11,2,14,24
2,BOS,117,0.548,0.417,0.682,6,38,29,20,1,7,22
2,BOS,95,0.384,0.222,0.867,17,50,24,7,6,14,19
2,BOS,105,0.494,0.433,0.571,8,38,37,9,5,16,16
3,BRK,105,0.488,0.368,0.769,9,39,20,6,7,20,21
3,BRK,102,0.483,0.269,0.846,12,48,18,3,3,8,23
3,BRK,116,0.524,0.478,0.895,9,42,25,11,3,8,21
3,BRK,91,0.439,0.381,0.647,7,42,17,6,5,18,22
3,BRK,110,0.514,0.583,0.769,7,42,18,6,6,16,24
3,BRK,104,0.482,0.286,0.87,14,45,23,10,5,14,21
3,BRK,104,0.473,0.429,0.781,8,37,17,9,4,19,25
3,BRK,99,0.438,0.188,0.9,7,41,19,5,2,12,22
3,BRK,87,0.393,0.053,0.941,12,43,15,7,2,9,24
3,BRK,83,0.414,0.391,0.615,11,35,18,10,5,12,19
3,BRK,118,0.478,0.29,0.724,10,49,26,7,6,20,25
3,BRK,94,0.463,0.333,0.9,10,38,17,2,6,18,17
3,BRK,87,0.374,0.333,1,13,44,24,5,5,11,14
3,BRK,99,0.493,0.333,0.75,4,40,25,10,7,24,19
3,BRK,84,0.372,0.143,0.75,7,34,16,9,0,10,25
3,BRK,98,0.438,0.353,0.7,21,49,22,7,5,14,20
3,BRK,95,0.411,0.474,0.667,9,54,20,2,2,10,10
3,BRK,75,0.375,0.167,0.632,9,51,16,4,2,17,21
3,BRK,88,0.444,0.211,0.632,10,33,25,6,2,12,18
3,BRK,80,0.33,0.214,0.792,15,44,16,9,5,11,25
3,BRK,88,0.444,0.25,0.647,13,47,25,16,5,17,15
3,BRK,114,0.583,0.696,0.7,4,43,29,4,4,13,24
3,BRK,91,0.39,0.286,0.719,11,37,25,9,2,17,26
3,BRK,89,0.432,0.333,0.455,14,43,20,3,8,13,16
3,BRK,91,0.474,0.375,0.667,4,37,23,8,8,16,26
3,BRK,110,0.526,0.4,0.759,3,37,29,9,4,15,18
3,BRK,102,0.473,0.261,0.714,12,39,21,10,3,9,19
3,BRK,109,0.494,0.333,0.714,13,43,19,9,3,15,10
3,BRK,85,0.364,0.28,0.815,5,35,15,2,4,15,20
3,BRK,107,0.45,0.381,0.692,14,40,20,12,3,9,18
3,BRK,96,0.434,0.429,0.857,10,46,21,9,5,10,17
3,BRK,100,0.569,0.35,0.611,4,45,26,7,5,22,16
3,BRK,84,0.395,0.292,0.692,10,38,18,9,6,11,23
3,BRK,88,0.393,0.12,0.826,7,52,20,5,7,14,21
3,BRK,81,0.405,0.214,0.692,11,50,18,3,6,17,18
3,BRK,88,0.452,0.188,0.704,9,42,21,8,3,17,19
3,BRK,93,0.42,0.29,1,9,46,25,6,2,13,23
3,BRK,99,0.464,0.238,0.889,11,41,18,7,4,16,18
3,BRK,92,0.48,0.385,0.833,6,36,19,5,1,18,25
3,BRK,102,0.457,0.333,0.774,8,39,18,12,4,10,19
3,BRK,90,0.439,0.235,0.778,11,40,17,6,0,10,20
3,BRK,103,0.468,0.25,0.8,10,43,22,7,6,14,24
3,BRK,84,0.375,0.19,0.56,15,40,17,11,3,12,14
3,BRK,73,0.387,0.333,0.625,8,29,17,10,9,17,17
3,BRK,102,0.448,0.375,0.833,9,35,26,6,5,8,20
3,BRK,122,0.485,0.211,0.769,14,50,19,7,4,7,20
3,BRK,102,0.494,0.444,0.444,10,45,21,4,0,16,27
3,BRK,109,0.494,0.474,0.87,10,39,24,7,1,8,17
3,BRK,92,0.5,0.273,0.682,10,47,23,1,10,14,19
3,BRK,77,0.338,0.222,0.677,13,38,17,8,4,15,20
3,BRK,97,0.5,0.36,0.632,8,38,25,3,8,15,17
3,BRK,86,0.432,0.25,0.765,14,46,14,7,5,20,24
3,BRK,114,0.472,0.476,0.833,13,46,29,7,2,11,20
3,BRK,110,0.467,0.19,0.87,14,57,21,7,9,10,17
3,BRK,96,0.424,0.333,0.733,8,37,13,6,6,12,16
3,BRK,98,0.447,0.235,0.9,12,44,17,8,4,16,21
3,BRK,104,0.519,0.435,0.609,12,48,20,5,4,14,21
3,BRK,110,0.494,0.476,0.75,11,38,20,7,1,13,12
3,BRK,91,0.398,0.188,0.75,12,38,15,6,1,9,24
3,BRK,100,0.351,0.364,0.828,18,57,21,5,1,20,29
3,BRK,88,0.5,0.533,0.364,7,30,21,9,2,14,16
3,BRK,91,0.417,0.375,0.652,12,41,19,5,5,12,12
3,BRK,98,0.438,0.353,0.718,14,44,15,8,2,21,24
3,BRK,94,0.44,0.118,0.692,7,45,20,9,5,16,16
3,BRK,122,0.578,0.385,0.765,13,43,21,8,2,14,15
3,BRK,92,0.45,0.25,0.714,8,32,23,7,5,11,19
3,BRK,129,0.43,0.44,0.765,16,53,31,9,7,15,25
3,BRK,123,0.613,0.5,0.806,3,35,21,4,4,8,18
3,BRK,91,0.36,0.059,0.867,16,48,15,7,5,11,13
3,BRK,91,0.429,0.214,0.909,5,46,28,6,8,9,18
3,BRK,106,0.465,0.391,0.895,10,46,21,6,1,15,18
3,BRK,107,0.483,0.286,0.714,6,43,29,11,6,8,9
3,BRK,111,0.5,0.5,0.786,6,41,25,5,3,7,23
3,BRK,100,0.506,0.563,0.75,7,37,24,8,7,10,17
3,BRK,114,0.523,0.313,0.739,17,41,21,10,1,8,18
3,BRK,99,0.488,0.435,0.647,12,39,22,7,2,21,15
3,BRK,106,0.451,0.429,0.783,12,46,25,6,5,6,11
3,BRK,111,0.471,0.269,0.88,14,47,27,7,4,12,20
3,BRK,117,0.506,0.6,0.652,12,44,29,10,1,6,20
3,BRK,73,0.325,0.167,0.727,16,49,17,9,5,21,20
3,BRK,86,0.368,0.25,0.864,12,42,12,2,3,10,14
3,BRK,101,0.488,0.375,0.609,7,40,25,8,5,12,12
5,CHO,108,0.406,0.286,0.69,15,50,27,8,9,10,20
5,CHO,69,0.361,0.286,0.722,5,44,17,10,4,20,16
5,CHO,93,0.471,0.4,0.724,8,38,20,7,2,12,16
5,CHO,91,0.463,0.286,0.846,6,34,23,6,1,12,15
5,CHO,96,0.427,0.278,0.724,13,49,23,4,9,12,24
5,CHO,122,0.495,0.286,0.741,11,51,31,6,7,19,30
5,CHO,92,0.443,0.214,0.704,12,39,15,5,0,11,18
5,CHO,100,0.467,0.438,0.852,6,38,16,5,3,13,16
5,CHO,103,0.429,0.438,0.947,14,46,21,5,3,7,15
5,CHO,87,0.381,0.412,0.571,10,41,14,5,2,12,13
5,CHO,80,0.4,0.455,0.462,7,35,22,1,3,11,17
5,CHO,86,0.43,0.357,0.583,12,41,18,6,6,5,21
5,CHO,100,0.462,0.35,0.6,10,45,22,4,7,7,26
5,CHO,93,0.468,0.333,0.75,5,33,18,9,1,11,19
5,CHO,92,0.413,0.1,0.8,5,33,21,6,4,5,17
5,CHO,97,0.436,0.333,0.667,10,47,29,3,5,6,20
5,CHO,101,0.437,0.316,0.826,8,44,27,4,8,13,14
5,CHO,75,0.33,0.217,0.75,13,38,20,3,4,12,16
5,CHO,95,0.4,0.133,0.913,7,42,17,5,3,5,21
5,CHO,103,0.477,0.222,0.833,10,41,19,2,7,7,20
5,CHO,96,0.417,0.214,0.793,7,44,18,5,3,10,14
5,CHO,107,0.418,0.353,0.704,13,49,16,8,11,14,29
5,CHO,87,0.392,0.364,0.63,9,34,16,3,4,6,19
5,CHO,88,0.458,0.313,0.5,5,37,22,4,5,10,14
5,CHO,106,0.465,0.417,0.727,8,35,22,6,3,6,16
5,CHO,109,0.439,0.417,0.765,17,45,25,10,3,14,17
5,CHO,104,0.483,0.409,0.688,15,49,21,8,3,5,14
5,CHO,110,0.538,0.421,0.667,6,44,23,6,6,12,21
5,CHO,108,0.439,0.381,0.778,11,43,21,6,5,12,21
5,CHO,75,0.287,0.208,0.769,15,52,12,8,2,15,20
5,CHO,94,0.419,0.333,0.778,9,41,18,2,8,10,19
5,CHO,94,0.367,0.28,0.808,9,48,20,13,9,17,20
5,CHO,83,0.382,0.167,0.846,7,41,15,6,9,16,17
5,CHO,87,0.368,0.214,0.654,15,50,20,5,6,14,24
5,CHO,98,0.449,0.25,0.75,16,53,16,4,4,14,15
5,CHO,104,0.487,0.316,0.957,12,48,22,2,10,15,22
5,CHO,98,0.43,0.286,0.769,9,43,18,9,4,10,18
5,CHO,103,0.477,0.25,0.682,9,46,21,5,3,8,18
5,CHO,110,0.5,0.438,0.758,11,51,18,8,5,15,14
5,CHO,93,0.384,0.308,0.657,15,48,15,4,10,10,18
5,CHO,80,0.307,0.133,0.64,14,58,16,7,5,7,16
5,CHO,105,0.449,0.545,0.684,10,47,27,8,3,10,20
5,CHO,78,0.338,0.211,0.667,20,56,19,3,8,14,16
5,CHO,90,0.404,0.125,0.667,12,42,27,6,5,11,22
5,CHO,76,0.329,0.286,0.649,10,41,9,7,13,9,19
5,CHO,86,0.41,0.333,0.857,8,43,23,7,4,12,17
5,CHO,104,0.473,0,0.64,10,57,32,10,11,10,18
5,CHO,92,0.468,0.267,0.737,6,42,21,6,3,11,18
5,CHO,94,0.434,0.24,0.815,12,50,15,5,15,14,19
5,CHO,81,0.345,0.261,0.85,5,43,24,9,5,12,20
5,CHO,102,0.468,0.571,0.786,4,35,24,5,4,10,23
5,CHO,78,0.358,0.375,0.786,10,38,21,1,9,11,21
5,CHO,103,0.43,0.292,0.8,11,41,28,9,10,9,18
5,CHO,81,0.367,0.316,0.692,13,47,20,10,2,14,20
5,CHO,98,0.464,0.286,0.762,12,45,16,8,3,9,18
5,CHO,98,0.451,0.476,0.824,8,48,19,8,7,16,18
5,CHO,98,0.5,0.444,0.714,7,47,22,5,4,16,17
5,CHO,104,0.494,0.385,0.677,5,42,30,10,5,11,17
5,CHO,115,0.494,0.421,0.821,12,49,24,5,2,11,20
5,CHO,103,0.471,0.25,0.9,11,56,26,3,5,15,15
5,CHO,108,0.519,0.353,0.87,4,39,32,6,5,9,20
5,CHO,69,0.325,0.182,0.75,8,37,13,4,8,15,11
5,CHO,106,0.452,0.333,0.615,10,44,28,5,12,11,24
5,CHO,101,0.371,0.368,0.848,17,55,15,4,7,12,17
5,CHO,66,0.295,0.263,0.833,6,36,9,5,4,7,11
5,CHO,92,0.405,0.357,0.793,9,43,20,6,4,13,23
5,CHO,91,0.396,0.333,0.813,7,36,16,10,3,13,18
5,CHO,109,0.506,0.333,0.813,13,42,21,8,3,7,16
5,CHO,86,0.346,0.4,0.786,11,51,11,2,8,10,25
5,CHO,88,0.396,0.25,0.65,10,51,23,4,7,11,17
5,CHO,107,0.346,0.32,0.771,10,61,25,11,11,11,17
5,CHO,115,0.525,0.462,0.864,7,42,28,4,6,8,16
5,CHO,104,0.471,0.269,0.895,10,40,20,3,6,10,17
5,CHO,102,0.422,0.409,0.708,13,55,21,10,7,9,17
5,CHO,74,0.35,0.222,0.7,10,42,15,10,5,18,13
5,CHO,92,0.407,0.077,0.913,13,44,13,5,5,11,20
5,CHO,100,0.429,0.278,0.81,15,45,12,8,5,9,26
5,CHO,74,0.346,0.455,0.727,9,35,15,4,5,8,15
5,CHO,80,0.361,0.267,0.667,12,46,21,8,3,13,15
5,CHO,77,0.342,0.267,0.655,6,33,16,8,2,9,13
5,CHO,90,0.41,0.406,0.529,7,43,23,8,5,15,17
5,CHO,87,0.423,0.364,0.938,8,36,15,8,3,12,10
4,CHI,104,0.507,0.292,0.833,10,47,21,9,4,15,18
4,CHI,108,0.456,0.419,0.765,11,42,25,4,14,19,28
4,CHI,106,0.478,0.391,0.775,5,38,15,3,8,14,24
4,CHI,98,0.467,0.467,0.778,10,44,23,6,9,12,18
4,CHI,95,0.466,0.313,0.733,7,42,24,8,3,16,18
4,CHI,118,0.513,0.5,0.765,12,40,25,4,6,17,21
4,CHI,101,0.457,0.444,0.6,11,38,26,5,2,8,16
4,CHI,102,0.443,0.35,0.85,9,49,22,6,8,10,19
4,CHI,100,0.481,0.267,0.688,13,48,26,7,7,19,18
4,CHI,90,0.422,0.235,0.696,10,34,18,6,7,13,19
4,CHI,105,0.488,0.385,0.68,9,45,28,7,2,8,24
4,CHI,88,0.429,0.263,0.688,13,42,23,6,4,14,26
4,CHI,87,0.361,0.364,0.679,11,48,14,9,2,14,18
4,CHI,97,0.5,0.45,0.696,7,35,20,9,3,16,14
4,CHI,109,0.427,0.333,0.865,11,37,20,9,4,12,22
4,CHI,109,0.411,0.294,0.811,18,52,18,5,13,13,21
4,CHI,102,0.493,0.292,0.794,7,50,19,6,5,19,24
4,CHI,129,0.456,0.308,0.794,15,52,38,5,6,18,22
4,CHI,102,0.463,0.429,0.762,4,49,27,4,1,11,18
4,CHI,102,0.434,0.333,0.852,17,50,24,6,3,22,23
4,CHI,105,0.468,0.364,0.719,15,57,21,6,11,15,18
4,CHI,115,0.5,0.333,0.786,14,47,18,5,3,7,11
4,CHI,93,0.465,0.5,0.857,8,44,21,4,8,19,18
4,CHI,86,0.376,0.207,0.714,15,57,18,3,6,14,17
4,CHI,103,0.453,0.522,0.767,11,32,23,9,8,11,17
4,CHI,103,0.438,0.385,0.879,8,51,17,2,3,9,18
4,CHI,129,0.541,0.5,0.915,12,41,20,4,13,15,20
4,CHI,99,0.459,0.294,0.667,8,52,20,5,7,10,14
4,CHI,113,0.488,0.417,0.76,20,57,27,1,7,13,12
4,CHI,107,0.461,0.3,0.864,15,45,19,8,6,13,17
4,CHI,92,0.345,0.385,0.879,14,46,17,8,7,10,16
4,CHI,82,0.384,0.32,0.533,13,48,22,5,11,12,18
4,CHI,106,0.418,0.533,0.88,13,46,22,7,18,7,19
4,CHI,109,0.37,0.214,0.725,24,59,19,10,9,16,14
4,CHI,114,0.482,0.294,0.9,17,47,27,10,12,17,13
4,CHI,77,0.333,0.3,0.75,16,43,17,5,5,15,20
4,CHI,86,0.386,0.385,0.632,11,46,16,9,8,16,15
4,CHI,95,0.398,0.235,0.875,22,51,24,5,5,12,18
4,CHI,114,0.488,0.296,0.727,11,43,25,6,5,14,20
4,CHI,99,0.43,0.481,0.75,8,33,18,10,5,12,21
4,CHI,119,0.539,0.52,0.833,8,36,28,12,6,7,14
4,CHI,99,0.463,0.346,0.8,7,43,25,5,5,13,21
4,CHI,94,0.375,0.5,0.813,11,40,12,5,9,8,16
4,CHI,104,0.474,0.316,0.813,8,46,19,7,8,10,16
4,CHI,102,0.487,0.563,0.85,15,47,22,8,5,21,18
4,CHI,84,0.356,0.292,0.789,14,43,15,5,10,9,16
4,CHI,113,0.429,0.276,0.913,19,61,19,6,6,21,18
4,CHI,118,0.413,0.24,0.813,17,49,26,9,6,11,21
4,CHI,93,0.414,0.222,0.63,12,49,20,6,3,11,18
4,CHI,90,0.348,0.32,0.769,18,60,16,3,5,12,17
4,CHI,107,0.512,0.455,0.846,8,45,18,6,4,11,7
4,CHI,98,0.481,0.364,0.889,7,35,27,11,1,15,11
4,CHI,104,0.525,0.35,0.867,5,33,26,8,3,7,21
4,CHI,113,0.457,0.391,0.769,13,47,29,10,3,8,23
4,CHI,91,0.423,0.313,0.909,13,43,16,2,7,20,23
4,CHI,112,0.483,0.5,0.875,14,47,27,5,3,17,14
4,CHI,87,0.355,0.308,0.781,18,62,20,4,7,18,16
4,CHI,86,0.442,0.176,0.652,9,43,24,6,11,12,17
4,CHI,96,0.385,0.29,0.813,22,53,24,5,5,9,24
4,CHI,86,0.31,0.385,0.733,17,51,18,2,1,11,17
4,CHI,97,0.423,0.31,0.733,10,47,20,5,7,16,16
4,CHI,108,0.46,0.28,0.808,12,48,26,4,3,10,15
4,CHI,84,0.36,0.217,0.895,14,44,20,5,3,11,25
4,CHI,105,0.507,0.333,0.897,7,44,20,6,6,20,24
4,CHI,91,0.438,0.455,0.786,9,44,18,7,2,15,13
4,CHI,104,0.46,0.417,0.7,8,58,24,6,2,18,16
4,CHI,91,0.378,0.469,0.737,4,36,18,4,6,10,25
4,CHI,100,0.446,0.31,0.708,9,33,20,5,3,11,24
4,CHI,103,0.415,0.417,0.893,9,52,22,6,4,12,23
4,CHI,108,0.532,0.321,0.882,13,47,32,4,7,12,21
4,CHI,91,0.429,0.286,0.792,8,45,22,2,1,11,11
4,CHI,98,0.451,0.188,0.724,6,46,21,5,7,6,20
4,CHI,116,0.608,0.522,0.824,2,31,26,4,6,8,16
4,CHI,111,0.512,0.353,0.864,12,51,28,8,5,12,16
4,CHI,91,0.419,0.192,0.649,12,40,18,11,3,20,21
4,CHI,88,0.388,0.235,0.857,19,44,18,9,5,10,15
4,CHI,94,0.447,0.407,0.714,9,45,28,7,2,16,22
4,CHI,103,0.43,0.462,0.742,12,41,25,9,4,15,16
4,CHI,89,0.385,0.261,0.765,15,51,17,10,2,11,11
4,CHI,114,0.444,0.346,0.694,13,48,20,8,5,10,20
4,CHI,113,0.5,0.4,0.765,9,46,26,7,8,7,18
